benchmark_name,split_type,selection_method,selected_threshold,val_pr_auc,val_roc_auc,val_f1,val_fpr,test_pr_auc,test_roc_auc,test_f1,test_fpr,seen_attack_detection_rate,unseen_attack_detection_rate,note
CIC-ToN-IoT,stratified_baseline,best_val_f1,0.52,0.9998763791456902,0.9998613592569688,0.9944802143223789,0.0093377685304213,0.9998808662358146,0.999866296159865,0.9946430685103606,0.009146907120857917,,,Stratified row-wise baseline; optimistic reference benchmark.
CIC-ToN-IoT,temporal_binary,best_val_f1,0.52,0.9999999995124937,0.999999999228243,0.9999908535191085,2.5742096371973293e-05,0.9840496858461276,0.9936413790699634,0.9500909019049878,0.0063746449861115445,0.9999844766295658,0.6466608270154348,More realistic temporal benchmark with partial unseen-attack stress.
