bin_index,mean_predicted_probability,fraction_of_positives
0,0.0,5.7211510956004346e-05
1,0.1560613016733741,0.03493510080088373
2,0.5422018867582786,0.18648779308677785
3,0.7913863770990158,0.45326489196609765
4,0.9576215299609528,0.8884777469421318
5,0.9931778133490446,0.9908911866075825
6,0.9999943960999452,0.9972735534686459
