config_name,C,max_iter,fit_time_seconds,converged_without_warning,val_roc_auc,val_pr_auc,val_log_loss,val_brier_score,val_f1_at_0p5,val_fpr_at_0p5,val_precision_at_0p5,val_recall_at_0p5,test_roc_auc,test_pr_auc,test_log_loss,test_brier_score,test_f1_at_0p5,test_fpr_at_0p5,test_precision_at_0p5,test_recall_at_0p5
lr_cfg_3,3.0,800,51.900784492492676,False,0.9838249227835663,0.9915399406517726,0.15712134923062088,0.04875219180657347,0.9503724161017658,0.11080357142857143,0.9481902058197303,0.9525646940401795,0.954129816417494,0.9653641154511642,0.2682944073489499,0.0934699220698908,0.85915708499546,0.2859189189189189,0.7992028091487141,0.9288361422394776
lr_cfg_2,1.0,800,52.22264266014099,False,0.983811763785118,0.9915354921845526,0.1571937495801646,0.04877235283061025,0.9503786452449688,0.11107142857142857,0.9480779665261488,0.9526905171329111,0.9540863717772303,0.9653353782170745,0.26834591174218675,0.09349233167418834,0.8590489014015545,0.2863243243243243,0.7989829607984517,0.9288802611841525
lr_cfg_1,0.1,800,52.83713960647583,False,0.9835998866843219,0.9914526380751388,0.1583523045218815,0.04904507200312476,0.9503457207912933,0.114375,0.9466871982686865,0.9540326301220484,0.9535148800083946,0.9650628018116403,0.2693990801249883,0.09383123026343877,0.8578785596515155,0.29127027027027025,0.7963606817580591,0.9296964616606371
