target_fpr_val_requested,target_fpr_val_matched,selected_threshold_from_val,val_f1,val_fpr,test_f1,test_fpr,val_precision,val_recall,test_precision,test_recall
0.005,0.005178571428571428,0.94,0.9240084635123577,0.005178571428571428,0.932448271460236,0.017945945945945944,0.9971821406014673,0.860839659438829,0.9837410318568035,0.8862393011559163
0.01,0.010267857142857143,0.88,0.9400522054594523,0.010267857142857143,0.937034988088921,0.04710810810810811,0.9946168609277724,0.8911630247871493,0.9596910339723873,0.9154239830583253
0.02,0.019464285714285715,0.8,0.9525944628243078,0.019464285714285715,0.9340676184636945,0.09045945945945946,0.9901361929324465,0.9177955794153421,0.9272454569167898,0.940990911497397
