target_fpr_val_requested,target_fpr_val_matched,selected_threshold_from_val,val_f1,val_fpr,test_f1,test_fpr,val_precision,val_recall,test_precision,test_recall
0.005,0.005446428571428572,0.96,0.928960279588682,0.005446428571428572,0.9316884763936127,0.026972972972972974,0.9970664614792729,0.8695633938682212,0.9758954665120885,0.8913129797935233
0.01,0.009553571428571429,0.92,0.9430481696418721,0.009553571428571429,0.9349293492934929,0.054162162162162165,0.9950176941702366,0.8962378895273245,0.9539902654054551,0.916615194564546
0.02,0.020267857142857143,0.82,0.9597873765638842,0.020267857142857143,0.9297737008351001,0.11178378378378379,0.9898823319664825,0.931468355492178,0.9122092035999321,0.9480278831730345
